trailingPegRatio,ticker,phone,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,navPrice,currency,tradeable,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,netExpenseRatio,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,marketState,shortName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendYield,trailingThreeMonthReturns,trailingThreeMonthNavReturns,netAssets,epsTrailingTwelveMonths,ipoExpectedDate,trailingAnnualDividendRate,trailingAnnualDividendYield,dividendDate,sharesOutstanding,bookValue,marketCap,priceToBook,financialCurrency,currentPrice,recommendationKey,displayName,prevName,nameChangeDate,forwardPE,epsForward,earningsTimestampStart,earningsTimestampEnd,address1,city,state,zip,country,industry,industryKey,sector,sectorKey,profitMargins,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,grossMargins,ebitdaMargins,operatingMargins,fax,heldPercentInsiders,heldPercentInstitutions,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,numberOfAnalystOpinions,epsCurrentYear,priceEpsCurrentYear,averageAnalystRating,address2,website,trailingEps,newSymbol
,TEXN,1-800-474-2737,"The index is designed to measure the performance of equity securities of U.S. companies headquartered in the State of Texas, as defined by FTSE Russell (the “Index Provider” or “Russell”). The fund generally will invest at least 80% of its assets in the component securities of its underlying index. The fund is non-diversified.",[],[],86400.0,2.0,27.4199,27.4199,27.4199,27.4469,27.4199,27.4199,27.4199,27.4469,22.27318,96.0,96.0,1932.0,530.0,530.0,26.15,26.14,1.0,1.0,,13048907.0,24.94,28.1,28.1,24.94,27.32822,26.750767,27.4588,USD,False,Large Blend,,0.0,iShares,1750636800.0,Exchange Traded Fund,,,ETF,TEXN,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,iShares Texas Equity ETF,[],1766588798.0,NGM,finmb_1939438576,America/New_York,EST,-18000000.0,us_market,False,0.09168053,0.0033547932,0.66913414,0.025013644,0.2,15.0,0.0,False,0.0,27.4199,REGULAR,iShares Texas Equity ETF,True,1750771800000.0,0.0,27.4199 - 27.4469,NasdaqGM,1932.0,2.4799004,0.09943466,24.94 - 28.1,-0.6800995,-0.02420283,8.657956,,3.79769,3.79769,13048907.0,1.2310725,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TEXU,,,,,86400.0,2.0,23.4,23.485,23.485,23.485,23.4,23.485,23.485,23.485,16.203222,204.0,204.0,1305.0,740.0,740.0,23.46,23.49,300.0,2200.0,,,22.487,25.48,25.48,22.487,23.58998,23.71083,,USD,False,,,,,,,,,EQUITY,TEXU,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,Direxion Daily Energy Top 5 Bull 2X ETF,[],1766760480.0,PCX,finmb_1944168556,America/New_York,EST,-18000000.0,us_market,False,-0.10497856,-0.0044501335,-0.22583008,-0.009524343,,15.0,0.0,False,0.3632521,23.485,REGULAR,Direxion Daily Energy Top 5 Bul,True,1759411800000.0,0.08500099,23.485 - 23.485,NYSEArca,1305.0,0.9980011,0.04438125,22.487 - 25.48,-1.9949989,-0.07829666,-4.9707594,,,,,1.4494032,,0.0,0.0,,,,,,,23.485,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TFI,,"The fund invests substantially all, but atleast 80%, of its total assets in the securities comprising the index and in securities that the adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index is designed to track the performance of U.S. dollar denominated investment grade tax-exempt debt publicly issued by U.S. states and territories, and their political subdivisions, in the U.S. domestic market.",[],[],86400.0,2.0,45.71,45.71,45.68,45.725,45.71,45.71,45.68,45.725,,28269.0,28269.0,461104.0,348480.0,348480.0,45.71,45.72,1300.0,1900.0,0.0324,3037551616.0,42.84,46.24,52.74,34.0,45.7538,44.9926,45.63785,USD,False,Muni National Long,3.30356,1.11,State Street Investment Management,1189468800.0,Exchange Traded Fund,0.025588902,-0.00361,ETF,TFI,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,State Street SPDR Nuveen ICE Municipal Bond ETF,[],1766762957.0,PCX,finmb_37088848,America/New_York,EST,-18000000.0,us_market,False,-0.048797607,-0.0010665258,0.71240234,0.015833767,0.23,15.0,0.0,False,-0.010932517,45.705,REGULAR,State Street SPDR Nuveen ICE Mu,True,1189690200000.0,-0.0049972534,45.68 - 45.725,NYSEArca,461104.0,2.8650017,0.06687679,42.84 - 46.24,-0.53499985,-0.011570065,0.5499363,3.24,3.47959,3.47959,3037551620.0,,,,,,,,,,,,,,,,27.368265,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TFJL,(215) 979-3750,The fund invests at least 80% of its net assets in FLexible EXchange® Options that reference the iShares 20+ Year Treasury Bond ETF. FLEX Options are exchange-traded options contracts with uniquely customizable terms. It is non-diversified.,[],[],86400.0,2.0,19.9789,19.9051,19.9051,19.9789,19.9789,19.9051,19.9051,19.9789,,25.0,25.0,47653.0,720.0,720.0,19.96,20.02,200.0,400.0,0.0,8654436.0,19.54,21.41,26.27,18.621,20.23374,20.149996,19.7994,USD,False,Defined Outcome,1.93473,0.38,Innovator ETFs,1597622400.0,Exchange Traded Fund,-0.0167292,-0.0394269,ETF,TFJL,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Innovator 20+ Year Treasury Bond 5 Floor ETF – Quarterly,[],1766760439.0,BTS,finmb_670879053,America/New_York,EST,-18000000.0,us_market,False,-0.25483894,-0.012594752,-0.1710949,-0.0084910635,0.79,15.0,0.0,False,0.0,19.9789,REGULAR,Innovator 20  Year Treasury Bon,True,1598880600000.0,0.0,19.9051 - 19.9789,Cboe US,47653.0,0.4389,0.022461616,19.54 - 21.41,-1.4310989,-0.06684255,0.14536381,0.0,3.52622,3.52622,8654436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TFLO,1-800-474-2737,The fund will invest at least 80% of its assets in the component securities of the underlying index and will invest at least 90% of its assets in U.S. Treasury securities that BFA believes will help the fund track the underlying index. The underlying index is a market capitalization-weighted index that measures the performance of floating rate public obligations of the U.S. Treasury.,[],[],86400.0,2.0,50.42,50.43,50.43,50.44,50.42,50.43,50.43,50.44,,214427.0,214427.0,1260114.0,1243020.0,1243020.0,0.0,50.44,134900.0,152500.0,0.0428,6530558464.0,50.39,50.69,51.5,47.83,50.5114,50.5427,50.51203,USD,False,Ultrashort Bond,3.86266,-0.01,iShares,1391472000.0,Exchange Traded Fund,0.0492503,0.032726,ETF,TFLO,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,iShares Treasury Floating Rate Bond ETF,[],1766762991.0,PCX,finmb_253511354,America/New_York,EST,-18000000.0,us_market,False,-0.08139801,-0.001611478,-0.112701416,-0.0022298258,0.15,15.0,0.0,False,0.019837637,50.43,REGULAR,iShares Treasury Floating Rate ,True,1391524200000.0,0.010002136,50.43 - 50.44,NYSEArca,1260114.0,0.040000916,0.0007938265,50.39 - 50.69,-0.25999832,-0.0051291836,-0.03964901,4.28,0.99837,0.99837,6530558500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TFLR,410-345-2000,"The fund will normally invest at least 80% of its net assets (plus any borrowings for investment purposes) in floating rate loans and floating rate debt securities. Most assets are typically invested in U.S. dollar-denominated floating rate loans and debt instruments, including U.S. dollar-denominated bonds or loans of foreign issuers or lenders. The fund may also invest up to 20% of its total assets in non-U.S. dollar-denominated investments.",[],[],86400.0,2.0,51.365,51.39,51.335,51.39,51.365,51.39,51.335,51.39,,35722.0,35722.0,54111.0,63670.0,63670.0,51.34,51.35,300.0,100.0,0.070700005,429282272.0,48.65,52.17,52.4,48.65,51.4378,51.353287,51.33,USD,False,Bank Loan,5.87169,0.11,T. Rowe Price,1668556800.0,Exchange Traded Fund,0.0899898,,ETF,TFLR,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,T. Rowe Price Floating Rate ETF,[],1766762656.0,PCX,finmb_1788710499,America/New_York,EST,-18000000.0,us_market,False,-0.08280182,-0.0016097465,0.0017127991,3.335325e-05,0.61,15.0,0.0,False,-0.019472668,51.355,REGULAR,T. Rowe Price Floating Rate ETF,True,1668781800000.0,-0.010002136,51.335 - 51.39,NYSEArca,54111.0,2.704998,0.05560119,48.65 - 52.17,-0.8149986,-0.015621979,-0.47471523,7.07,1.41162,1.41162,429282272.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TFNS,,,,,86400.0,2.0,28.06,27.975,27.975,28.06,28.06,27.975,27.975,28.06,17.523037,483.0,483.0,691.0,220.0,220.0,19.7,35.39,2.0,2.0,,,24.452,28.06,28.06,24.452,26.4292,26.14711,,USD,False,,,,,,,,,EQUITY,TFNS,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,T. Rowe Price Financials ETF,[],1766598305.0,NGM,finmb_1931381070,America/New_York,EST,-18000000.0,us_market,False,1.6308002,0.06170449,1.9128895,0.07315873,,15.0,0.0,False,0.0,28.06,REGULAR,T. Rowe Price Financials ETF,True,1749735000000.0,0.0,27.975 - 28.06,NasdaqGM,691.0,3.6079998,0.14755438,24.452 - 28.06,0.0,0.0,11.928844,,,,,1.6013205,,0.0,0.0,,,,,,,28.06,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TFPN,,"The fund is an actively-managed exchange-traded fund (“ETF”) that seeks to achieve its investment objective by investing pursuant to a trend following program called the Chesapeake Program. In addition, the fund invests in cash, short-term U.S. Treasury securities, money market funds, and cash equivalents. The fund is non-diversified.",[],[],86400.0,2.0,26.13,26.41,26.155,26.155,26.13,26.41,26.155,26.155,23.673294,950.0,950.0,6208.0,4320.0,4320.0,26.01,26.23,200.0,800.0,0.0092,126369168.0,20.32,26.705,27.85,20.32,25.31524,23.613895,25.4755,USD,False,Systematic Trend,2.90182,0.0,Blueprint Chesapeake,1689033600.0,Exchange Traded Fund,,,ETF,TFPN,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Blueprint Chesapeake Multi-Asset Trend ETF,[],1766760439.0,PCX,finmb_1841689937,America/New_York,EST,-18000000.0,us_market,False,1.094759,0.043245055,2.7961044,0.11840928,1.96,15.0,0.0,False,1.0715679,26.41,REGULAR,Blueprint Chesapeake Multi-Asse,True,1689168600000.0,0.2800007,26.155 - 26.155,NYSEArca,6208.0,6.09,0.29970473,20.32 - 26.705,-0.29500008,-0.011046624,5.3714037,0.92,7.46749,7.46749,126369168.0,1.1156031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TGLB,410-345-2000,"The fund normally invests at least 80% of its net assets (plus any borrowings for investments purposes) in equity securities. The fund typically invests in securities of companies in global, developed markets. Global developed markets include Australia, Canada, Israel, Japan, New Zealand, Singapore, the United Kingdom, the United States, most of the countries of Western Europe, and Hong Kong. The fund is non-diversified.",[],[],86400.0,2.0,26.4716,26.35,26.4716,26.4716,26.4716,26.35,26.4716,26.4716,24.76442,1200.0,1200.0,853.0,200.0,200.0,26.41,26.48,600.0,100.0,,14233145.0,24.733,26.63,26.63,24.733,25.98686,25.896189,26.03,USD,False,Global Large-Stock Blend,,0.0,T. Rowe Price,1750809600.0,Exchange Traded Fund,,,ETF,TGLB,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,T. Rowe Price Global Equity ETF,[],1766760439.0,PCX,finmb_1931382522,America/New_York,EST,-18000000.0,us_market,False,0.3631401,0.0139739895,0.45381165,0.017524265,0.46,15.0,0.0,False,-0.4593572,26.35,REGULAR,T. Rowe Price Global Equity ETF,True,1750944600000.0,-0.1215992,26.4716 - 26.4716,NYSEArca,853.0,1.6170006,0.06537826,24.733 - 26.63,-0.27999878,-0.010514412,4.63655,,1.53001,1.53001,14233145.0,1.0640266,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TGLR,,"The fund is an actively managed fund that seeks to achieve its investment objective by investing in high quality, large-cap stocks that the Sub-Adviser believes have strong earnings and dividend growth potential and an above market dividend yield. The strategy utilizes two valuation metrics that the Sub-Adviser believes are consistent indicators of value: Relative Dividend Yield (RDY) and Relative Price-to Sales Ratio (RPSR). The fund is non-diversified.",[],[],86400.0,2.0,36.68,36.58,36.58,36.655,36.68,36.58,36.58,36.655,27.59675,1644.0,1644.0,7225.0,7230.0,7230.0,36.56,36.6,100.0,100.0,0.0082,22989990.0,24.57,37.129,37.129,21.81,35.99494,32.77348,36.57,USD,False,Large Value,24.05511,0.0,"Laffer Tengler Investments, Inc.",1691366400.0,Exchange Traded Fund,,,ETF,TGLR,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,LAFFER|TENGLER Equity Income ETF,[],1766762124.0,BTS,finmb_1840002701,America/New_York,EST,-18000000.0,us_market,False,0.66005707,0.018337496,3.8815193,0.118434764,0.95,15.0,0.0,False,-0.06816119,36.655,REGULAR,LAFFER TENGLER Equity Income ET,True,1691501400000.0,-0.025001526,36.58 - 36.655,Cboe US,7225.0,12.084999,0.49185997,24.57 - 37.129,-0.47400284,-0.012766377,21.990156,0.82,7.99438,7.99438,22989990.0,1.3282361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TGRT,410-345-2000,"The fund normally invests at least 80% of its net assets (plus any borrowings for investment purposes) in securities of companies with growth characteristics. For purposes of the fund’s 80% investment policy, the fund's managers consider a company to have growth characteristics if the company’s securities are represented in an appropriate third-party growth-oriented index. The fund is non-diversified.",[],[],86400.0,2.0,44.81,44.97,44.8,44.97,44.81,44.97,44.8,44.97,39.02936,6014.0,6014.0,65432.0,80370.0,80370.0,44.77,44.82,400.0,1200.0,0.0007,923824832.0,29.489,46.06,46.06,24.25,44.269,40.39208,43.99,USD,False,Large Growth,17.71549,0.0,T. Rowe Price,1686700800.0,Exchange Traded Fund,,,ETF,TGRT,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,T. Rowe Price Growth ETF,[],1766762124.0,PCX,finmb_1819509758,America/New_York,EST,-18000000.0,us_market,False,0.5999985,0.013553468,4.476921,0.11083661,0.38,15.0,0.0,False,0.13166282,44.869,REGULAR,T. Rowe Price Growth ETF,True,1686835800000.0,0.058998108,44.8 - 44.97,NYSEArca,65432.0,15.379999,0.52155036,29.489 - 46.06,-1.1910019,-0.025857618,16.088081,0.07,6.30372,6.30372,923824830.0,1.1496216,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TGRW,410-345-2000,"The fund normally invests at least 80% of its net assets in stocks of companies with growth characteristics. While it may invest in companies of any market capitalization, the fund generally seeks investments in stocks of large-capitalization companies with one or more of the following characteristics: strong cash flow and an above-average rate of earnings growth; the ability to sustain earnings momentum during economic downturns; and occupation of a lucrative niche in the economy and the ability to expand even during times of slow economic growth. The fund is non-diversified.",[],[],86400.0,2.0,46.54,46.61,46.6,46.6,46.54,46.61,46.6,46.6,41.597122,310.0,310.0,9201.0,5000.0,5000.0,46.52,46.59,1100.0,1100.0,0.0,911172736.0,30.81,48.16,48.16,19.85,46.03256,42.07048,45.61,USD,False,Large Growth,16.31936,1.2,T. Rowe Price,1596499200.0,Exchange Traded Fund,0.2769502,0.1007253,ETF,TGRW,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,T. Rowe Price Growth Stock ETF,[],1766762124.0,PCX,finmb_662873860,America/New_York,EST,-18000000.0,us_market,False,0.57744217,0.012544212,4.5395203,0.10790274,0.52,15.0,0.0,False,0.1504076,46.61,REGULAR,T. Rowe Price Growth Stock ETF,True,1596634200000.0,0.069999695,46.6 - 46.6,NYSEArca,9201.0,15.800001,0.51282054,30.81 - 48.16,-1.5499992,-0.03218437,14.582562,0.0,6.11544,6.11544,911172740.0,1.1205102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,THD,,"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is designed to measure the performance of the large-, mid- and small-capitalization segments of the equity market in Thailand. It is non-diversified.",[],[],86400.0,2.0,61.27,60.72,60.6,60.6899,61.27,60.72,60.6,60.6899,14.921222,4578.0,4578.0,69380.0,47860.0,47860.0,60.51,60.62,300.0,100.0,0.033299997,202994912.0,45.23,62.16,103.71,18.04,59.8022,56.39255,59.53327,USD,False,Miscellaneous Region,-1.36066,0.73,iShares,1206489600.0,Exchange Traded Fund,-0.0378513,-0.028854301,ETF,THD,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,iShares MSCI Thailand ETF,[],1766763008.0,PCX,finmb_42891775,America/New_York,EST,-18000000.0,us_market,False,0.72779846,0.012170095,4.1374474,0.07336868,0.59,15.0,0.0,False,-1.2077717,60.53,REGULAR,iShares MSCI Thailand ETF,True,1207056600000.0,-0.7400017,60.6 - 60.6899,NYSEArca,69380.0,15.299999,0.33827105,45.23 - 62.16,-1.6300011,-0.026222669,0.22902489,3.33,2.5969,2.5969,202994912.0,4.0566382,,0.0,0.0,,5100000.0,,308703008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,THIR,,"The fund seeks to achieve its investment objective by investing its total assets in securities included in the index. The rules-based index is comprised of U.S. index ETFs. The primary goal of the index is to gain exposure to U.S. large cap equities while attempting to lower volatility by avoiding indexes and ETFs that are currently in a down trending cycle, in the view of the Adviser.",[],[],86400.0,2.0,32.7,32.68,32.68,32.7,32.7,32.68,32.68,32.7,25.371784,957.0,957.0,71801.0,81660.0,81660.0,32.67,32.69,1500.0,1500.0,0.0023,164184256.0,24.06,32.76,32.76,24.06,32.02138,29.312515,32.37,USD,False,Large Blend,25.18432,0.0,THOR,1727049600.0,Exchange Traded Fund,,,ETF,THIR,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,THOR Index Rotation ETF,[],1766763008.0,NYQ,finmb_1888970233,America/New_York,EST,-18000000.0,us_market,False,0.6586189,0.020568099,3.367485,0.114882156,0.7,15.0,0.0,False,-0.061163478,32.68,REGULAR,THOR Index Rotation ETF,True,1727184600000.0,-0.020000458,32.68 - 32.7,NYSE,71801.0,8.620001,0.35827103,24.06 - 32.76,-0.07999802,-0.002441942,24.904501,0.23,6.46865,6.46865,164184256.0,1.288045,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,THLV,,The fund seeks to achieve its investment objective by investing at least 80% of its total assets in securities included in the index. The rules-based index is comprised of U.S. equity exchange traded funds (“ETFs”). The primary goal of the index is to gain exposure to U.S. large cap equities while attempting to lower volatility by avoiding sectors that are currently in a down trending cycle.,[],[],86400.0,2.0,30.07,30.12,30.05,30.14,30.07,30.12,30.05,30.14,22.813028,129.0,129.0,14527.0,34320.0,34320.0,30.11,30.13,1600.0,1900.0,0.0113,52842604.0,25.26,30.61,30.61,22.44,30.07832,28.777525,29.93,USD,False,Large Blend,11.09494,0.7,THOR,1662940800.0,Exchange Traded Fund,0.0755821,,ETF,THLV,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,THOR Equal Weight Low Volatility ETF,[],1766760439.0,NYQ,finmb_1791119637,America/New_York,EST,-18000000.0,us_market,False,-0.008319855,-0.00027660636,1.2924747,0.044912644,0.64,15.0,0.0,False,0.0,30.07,REGULAR,THOR Equal Weight Low Volatilit,True,1663075800000.0,0.0,30.05 - 30.14,NYSE,14527.0,4.8099995,0.19041961,25.26 - 30.61,-0.5400009,-0.017641323,8.068287,1.13,3.10601,3.10601,52842604.0,1.3181064,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,THMZ,,"The portfolio will seek to achieve its investment objective by investing primarily in an actively managed portfolio of established, well managed companies located around the world, including emerging markets. Under normal circumstances, the portfolio invests at least 80% of its net assets in equity and equity-related securities (including common and preferred stock, warrants and rights, American Depositary Receipts (“ADRs”), and Global Depositary Receipts). The fund is non-diversified.",[],[],86400.0,2.0,32.87,32.88,32.88,32.88,32.87,32.88,32.88,32.88,33.59053,159.0,159.0,8203.0,3650.0,3650.0,31.27,31.31,1.0,3.0,,45328044.0,24.39,36.13,36.13,24.39,32.35056,30.576462,32.54,USD,False,Global Large-Stock Blend,,0.0,Lazard Asset Management LLC,1743724800.0,Exchange Traded Fund,,,ETF,THMZ,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Lazard Equity Megatrends ETF,[],1766761937.0,NGM,finmb_1932827821,America/New_York,EST,-18000000.0,us_market,False,0.52944183,0.01636577,2.3035393,0.075337015,0.5,15.0,0.0,False,0.030429378,32.88,REGULAR,Lazard Equity Megatrends ETF,True,1744032600000.0,0.010002136,32.88 - 32.88,NasdaqGM,8203.0,8.490002,0.34809357,24.39 - 36.13,-3.25,-0.089952946,32.003532,,5.71335,5.71335,45328044.0,0.9788474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,THNQ,+1 405 7788377,The fund will normally invest at least 80% of its total assets in securities of the index or in depositary receipts representing securities of the index. The index is designed to measure the performance of publicly-traded companies that have a significant portion of their revenue derived from the field of artificial intelligence. It is non-diversified.,[],[],86400.0,2.0,64.86,65.22,65.04,65.04,64.86,65.22,65.04,65.04,38.0211,852.0,852.0,24672.0,15450.0,15450.0,64.53,64.98,200.0,400.0,0.0,296358528.0,37.03,69.3,69.3,23.36,65.06758,56.391705,64.56,USD,False,Technology,32.58289,1.62,Robo Global,1588896000.0,Exchange Traded Fund,0.3188838,0.1086967,ETF,THNQ,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Robo Global Artificial Intelligence ETF,[],1766761217.0,PCX,finmb_612287406,America/New_York,EST,-18000000.0,us_market,False,0.15242004,0.0023424882,8.828297,0.1565531,0.68,15.0,0.0,False,0.55504256,65.22,REGULAR,ROBO Global Artificial Intellig,True,1589808600000.0,0.3600006,65.04 - 65.04,NYSEArca,24672.0,28.190002,0.76127476,37.03 - 69.3,-4.080002,-0.058874484,30.047714,0.0,9.48116,9.48116,296358528.0,1.7153634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,THNR,(630) 464-7600,"The fund's manager invests at least 80% of its net assets (plus borrowings for investment purposes) in securities that comprise the index. The index is comprised of global companies expected to economically benefit from weight loss drug development. The index includes pharmaceutical manufacturers, manufacturers of combination therapies and telehealth providers who provide access to Amylin agonists and analogs or GLP-1 agonists and analogs, including dual GLP-1 agonists and analogs. The fund is non-diversified.",[],[],86400.0,2.0,26.0764,26.21,26.072,26.22,26.0764,26.21,26.072,26.22,18.880878,5347.0,5347.0,1477.0,1500.0,1500.0,25.92,26.15,300.0,800.0,0.0084,2856887.0,18.56,26.3,28.194,18.56,24.561,22.991924,25.3154,USD,False,Health,14.91547,0.0,Amplify ETFs,1716163200.0,Exchange Traded Fund,,,ETF,THNR,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Amplify Weight Loss Drug & Treatment ETF,[],1766761217.0,PCX,finmb_1875824170,America/New_York,EST,-18000000.0,us_market,False,1.5153999,0.06169944,3.0844765,0.13415478,0.59,15.0,0.0,False,0.0,26.0764,REGULAR,Amplify Weight Loss Drug & Trea,True,1716298200000.0,0.0,26.072 - 26.22,NYSEArca,1477.0,7.5164013,0.40497854,18.56 - 26.3,-0.22359848,-0.008501844,12.76108,0.84,12.96071,12.96071,2856887.0,1.381101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,THRO,,"Under normal market conditions, the fund will invest at least 80% of its net assets plus any borrowings for investment purposes in U.S. equity securities that BFA believes have above-average earnings growth potential. Equity securities include common stocks, preferred stocks, convertible securities, warrants and depositary receipts whose price is linked to the value of common stock. The fund is non-diversified.",[],[],86400.0,2.0,39.14,39.18,39.1143,39.225,39.14,39.18,39.1143,39.225,29.764101,108093.0,108093.0,997303.0,854360.0,854360.0,39.12,39.12,6400.0,37400.0,0.0016,6923864576.0,27.815,39.225,39.16,18.736,38.3098,35.621407,38.45913,USD,False,Large Blend,15.47441,1.04,BlackRock,1639440000.0,Exchange Traded Fund,0.2186921,,ETF,THRO,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,iShares U.S. Thematic Rotation Active ETF,[],1766762950.0,PCX,finmb_1684698659,America/New_York,EST,-18000000.0,us_market,False,0.8552017,0.022323316,3.5435944,0.09947935,0.57,15.0,0.0,False,0.06387717,39.165,REGULAR,iShares U.S. Thematic Rotation ,True,1639665000000.0,0.025001526,39.1143 - 39.225,NYSEArca,997303.0,11.35,0.40805322,27.815 - 39.225,-0.05999756,-0.0015295745,14.806997,0.16,5.22978,5.22978,6923864600.0,1.3158469,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,THRV,,,,,86400.0,2.0,24.75,24.74,24.74,24.755,24.75,24.74,24.74,24.755,24.906221,20.0,20.0,2275.0,880.0,880.0,,,,,,,24.62,25.17,25.17,24.62,24.89752,24.912886,,USD,False,,,,,,,,,EQUITY,THRV,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,Prospera Income ETF,[],1766593390.0,NGM,finmb_1951567424,America/New_York,EST,-18000000.0,us_market,False,-0.14752007,-0.0059250905,-0.16288567,-0.0065382095,,15.0,0.0,False,0.0,24.75,REGULAR,Prospera Income ETF,True,1759239000000.0,0.0,24.74 - 24.755,NasdaqGM,2275.0,0.12999916,0.0052802255,24.62 - 25.17,-0.42000008,-0.016686535,-0.9681165,,,,,0.9937276,,,,,,,,,,,,Thryv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
